0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.3417602777481079,0.9238477945327759,0.49832823872566223,0.8027105331420898,0.5892335176467896,0.5566238164901733,0.592544674873352,0.34971049427986145,0.5998170375823975,0.19254380464553833,0.4956774413585663,0.39352357387542725,0.4964083433151245,0.26103857159614563,0.47507768869400024,0.42641520500183105,0.4625539183616638,0.5701256394386292,0.3805915415287018,0.3940335214138031,0.3844802677631378,0.28210827708244324,0.3867254853248596,0.4885241687297821,0.4007211923599243,0.6556268334388733,0.2780548930168152,0.41731390357017517,0.2906319499015808,0.37867435812950134,0.3185001611709595,0.5790449976921082,0.3468772768974304,0.7232505679130554,0.1814609169960022,0.45838668942451477,0.20954297482967377,0.44385671615600586,0.24628591537475586,0.5919448137283325,0.277256041765213,0.6900873780250549,A
0.3560454845428467,0.9187617897987366,0.5097314119338989,0.78325355052948,0.5982905626296997,0.5394979119300842,0.605695366859436,0.33515769243240356,0.6124978065490723,0.17899686098098755,0.5113126635551453,0.376865416765213,0.511660635471344,0.25302523374557495,0.49028918147087097,0.4156283438205719,0.47719067335128784,0.5596227645874023,0.3996756374835968,0.37662193179130554,0.408280611038208,0.26406288146972656,0.4068067669868469,0.4674835205078125,0.4162324070930481,0.6318739056587219,0.2962740659713745,0.40490737557411194,0.31385013461112976,0.3567008376121521,0.339865505695343,0.5537401437759399,0.3646068871021271,0.6954030990600586,0.19750861823558807,0.459277480840683,0.23114018142223358,0.442070871591568,0.27057167887687683,0.5880692601203918,0.3017255365848541,0.6844133734703064,A
0.8037132024765015,0.8211314678192139,0.6606719493865967,0.7717723250389099,0.5570179224014282,0.5592190027236938,0.5212491750717163,0.3744198679924011,0.48472318053245544,0.22695112228393555,0.6157178282737732,0.41260603070259094,0.5927292108535767,0.2706555724143982,0.6109799146652222,0.4206211566925049,0.6293565630912781,0.5513527989387512,0.7024703025817871,0.39263755083084106,0.6759788393974304,0.24550217390060425,0.6740636229515076,0.4380028247833252,0.6840463280677795,0.5873785614967346,0.7871912121772766,0.39578530192375183,0.7600952982902527,0.2897517681121826,0.7503333687782288,0.49424245953559875,0.7581807374954224,0.6380085945129395,0.8789621591567993,0.4115283787250519,0.8558258414268494,0.29263412952423096,0.827568769454956,0.4123743772506714,0.812448263168335,0.5182521343231201,A
0.24431906640529633,0.760189950466156,0.4114665687084198,0.6889325976371765,0.5277091860771179,0.4655006527900696,0.5426477193832397,0.2563735544681549,0.5348219275474548,0.10133065283298492,0.4368213415145874,0.2952565848827362,0.43496331572532654,0.168599471449852,0.4069240093231201,0.3333740234375,0.39477506279945374,0.47291678190231323,0.3295634686946869,0.30145546793937683,0.3252989649772644,0.16406387090682983,0.32269537448883057,0.371532678604126,0.3326569199562073,0.5328913331031799,0.23782427608966827,0.3287089765071869,0.2262069135904312,0.23899014294147491,0.2515334486961365,0.4446432590484619,0.2822760045528412,0.5835553407669067,0.15272074937820435,0.37528982758522034,0.15600493550300598,0.3280641734600067,0.18389563262462616,0.4726468026638031,0.21827906370162964,0.5669431686401367,A
0.4014968276023865,0.740388810634613,0.5788561701774597,0.6791329383850098,0.7237406969070435,0.44174525141716003,0.7495366930961609,0.21810190379619598,0.7663471102714539,0.05344994366168976,0.6371718645095825,0.24473802745342255,0.649357795715332,0.12075328081846237,0.6161171793937683,0.30678287148475647,0.5935545563697815,0.4564417600631714,0.5166292786598206,0.24011626839637756,0.5309356451034546,0.09907776862382889,0.5165199637413025,0.3320300281047821,0.5116596221923828,0.5117247104644775,0.41208237409591675,0.2612348794937134,0.4130858778953552,0.15882597863674164,0.42675894498825073,0.3958117365837097,0.4439842104911804,0.5531513690948486,0.31410256028175354,0.3056041896343231,0.32284486293792725,0.25307968258857727,0.34691745042800903,0.42578452825546265,0.37614157795906067,0.5318838953971863,A
0.475525438785553,0.7608144283294678,0.6288918852806091,0.7314932346343994,0.7464340925216675,0.5451655983924866,0.7614772915840149,0.33442777395248413,0.7680259943008423,0.20388661324977875,0.6887404918670654,0.3746045231819153,0.6990240216255188,0.23317308723926544,0.6798650026321411,0.39616119861602783,0.6698886156082153,0.4395744502544403,0.593506395816803,0.3547392189502716,0.6045084595680237,0.23468060791492462,0.5981793403625488,0.43124669790267944,0.5909059643745422,0.440990149974823,0.5044249892234802,0.3562402129173279,0.5146329998970032,0.24993732571601868,0.5223217606544495,0.43601879477500916,0.5190227627754211,0.44862133264541626,0.4106605648994446,0.36954209208488464,0.42471843957901,0.28591468930244446,0.4443306028842926,0.40771082043647766,0.4423047602176666,0.4331215023994446,A
0.4647354781627655,0.7548887133598328,0.6314840912818909,0.7174078822135925,0.7416123151779175,0.5229222774505615,0.7502113580703735,0.3138052225112915,0.7558718919754028,0.18569183349609375,0.6916762590408325,0.3510530889034271,0.7002551555633545,0.1888277232646942,0.6725157499313354,0.33795177936553955,0.664905846118927,0.410923570394516,0.5974023342132568,0.31211695075035095,0.611171543598175,0.159131720662117,0.5935750007629395,0.3381066918373108,0.5865763425827026,0.4061437249183655,0.5096824169158936,0.29683491587638855,0.5276486873626709,0.11648522317409515,0.5196046829223633,0.2805178463459015,0.5096508860588074,0.36292314529418945,0.423017293214798,0.30004432797431946,0.4392918348312378,0.1468106061220169,0.44852423667907715,0.233660489320755,0.44840294122695923,0.2985660433769226,A
0.48532551527023315,0.7742289900779724,0.6402265429496765,0.713337779045105,0.7504287958145142,0.5058362483978271,0.7617689371109009,0.30306029319763184,0.7933242321014404,0.15628297626972198,0.6897860765457153,0.35406494140625,0.7199090719223022,0.26011091470718384,0.6865313053131104,0.4018366038799286,0.6589237451553345,0.5229045152664185,0.5884908437728882,0.3408597707748413,0.6265606880187988,0.22667832672595978,0.6083214282989502,0.409850537776947,0.5962054133415222,0.5600643157958984,0.49629756808280945,0.34903571009635925,0.5330154895782471,0.3042158782482147,0.5340607762336731,0.4993460774421692,0.5355639457702637,0.6296399831771851,0.4062589406967163,0.3766261339187622,0.4550107419490814,0.3554890751838684,0.466586172580719,0.5012193322181702,0.4720914363861084,0.5931373834609985,A
0.2609959542751312,0.7299975752830505,0.4180465638637543,0.6887816786766052,0.5352305769920349,0.48655271530151367,0.5631929039955139,0.2929581105709076,0.5676851272583008,0.13866151869297028,0.4591941237449646,0.3449696898460388,0.4802201986312866,0.21003906428813934,0.4538709223270416,0.3492446541786194,0.43093618750572205,0.472923219203949,0.36934414505958557,0.33131229877471924,0.3899112641811371,0.17549005150794983,0.3777642250061035,0.35754096508026123,0.3692101538181305,0.49812138080596924,0.2849249243736267,0.33957770466804504,0.2934858202934265,0.216009721159935,0.3019762635231018,0.40719494223594666,0.3092513084411621,0.5330146551132202,0.19880032539367676,0.3654274344444275,0.2169279307126999,0.28203049302101135,0.2314111441373825,0.4172387719154358,0.2464846670627594,0.5090814232826233,A
0.22509008646011353,0.7476205825805664,0.33092832565307617,0.7187708020210266,0.4158613979816437,0.6012675166130066,0.4466438293457031,0.4720827043056488,0.4543330669403076,0.3630469739437103,0.3821859657764435,0.47551482915878296,0.39528971910476685,0.4056435823440552,0.36348623037338257,0.5042333006858826,0.3386191129684448,0.5903898477554321,0.31719815731048584,0.46197301149368286,0.3313709795475006,0.3855302929878235,0.3125566840171814,0.5110089182853699,0.3017643690109253,0.604094386100769,0.25660932064056396,0.464329332113266,0.2664238512516022,0.39876532554626465,0.2634730637073517,0.524982213973999,0.2634602189064026,0.6118988990783691,0.19536657631397247,0.4803336262702942,0.21102002263069153,0.43125900626182556,0.2163667231798172,0.5217938423156738,0.22274182736873627,0.5851330161094666,A
0.012649431824684143,0.6849610805511475,0.15401998162269592,0.6603592038154602,0.2752343416213989,0.4915192723274231,0.31365370750427246,0.3029758036136627,0.31555527448654175,0.13476964831352234,0.21927130222320557,0.3028002679347992,0.20713505148887634,0.20230317115783691,0.171090230345726,0.33607518672943115,0.15173611044883728,0.4622478485107422,0.12793272733688354,0.280241996049881,0.12177318334579468,0.16442036628723145,0.09805867075920105,0.33990278840065,0.09111638367176056,0.48604440689086914,0.04145260155200958,0.27862152457237244,0.02627509832382202,0.185336634516716,0.02666667103767395,0.36878570914268494,0.03813411295413971,0.5082447528839111,-0.04193572700023651,0.30174076557159424,-0.04310417175292969,0.23787181079387665,-0.03245420753955841,0.37572991847991943,-0.01589617133140564,0.4840575158596039,A
